Id,SongKey,song,songwriters,lead_vocals,year,cover,Era,first_release_date,max_key,mode,avg_danceability,avg_energy,avg_loudness,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_tempo,avg_duration_ms,avg_time_signature,Song_y,lyrics,avg_popularity,core_catalogue_releases,Canonical_album,first_vocalist,Paul_Song,John_Song,George_Song,Ringo_Song,popularity,BB_name,BB_artist,BB_debut_date,BB_peak_position,BB_peak_date,BB_weeks_on_chart,RollingStonePosition,RobSegment,LauraSegment,EmilySegment,OliviaSegment,BrianSegment,JackieSegment,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,Pipeline_sentiment_label,Pipeline_sentiment_score,distilbertsentiment,FinetunedSentiment_Negative,FinetunedSentiment_Positive,cluster,Cluster_Name
54,frommetoyou,From Me to You,Lennon McCartney,Lennon (with McCartney),1963,0,Beatlemania,1964-03-07,0.0,1.0,0.5275,0.8029999999999999,-6.4045000000000005,0.041,0.47250000000000003,5.05e-05,0.3205,0.8805000000000001,139.6685,113473.5,4.0,From me to you,"If there's anything that you want, If there's anything I can do, Just call on me and I'll send it along With love from me to you.  I've got everything that you want, Like a heart that is oh, so true. Just call on me and I'll send it along With love from me to you. I got arms that long to hold you And keep you by my side. I got lips that long to kiss you And keep you satisfied, oooh.  If there's anything that you want, If there's anything I can do, Just call on me and I'll send it along With love from me to you. From me, to you. Just call on me and I'll send it along With love from me to you.  I got arms that long to hold you And keep you by my side. I got lips that long to kiss you And keep you satisfied, oooh. If there's anything that you want, If there's anything I can do, Just call on me and I'll send it along With love from me to you. To you, to you, to you. ",40.0,Past Masters,,Lennon,0,1,0,0,40,From Me To You,The Beatles,1964-03-07,41,1964-04-04,6,,3,3,3,3,3,3.0,0.0,0.792,0.208,0.9909,0.01415594294667244,0.35332831740379333,0.6325157284736633,POSITIVE,0.9997678399085999,1,0,1,0,Fab Four
55,getback,Get Back,Lennon McCartney,McCartney,1969,0,Group of Solo Artists,1970-05-08,9.0,1.0,0.7142727272727273,0.6027272727272727,-10.69590909090909,0.059209090909090906,0.3314818181818182,0.15680090909090907,0.20298181818181818,0.41890909090909095,123.02281818181818,194834.81818181818,4.0,Get Back," Sweet Loretta Fat thought she was a cleaner but she was a frying pan.]  Jojo was a man who thought he was a loner But he knew it wouldn't last. Jojo left his home in Tucson, Arizona For some California grass.  Get back, get back. Get back to where you once belonged Get back, get back. Get back to where you once belonged. Get back Jojo. Go home  Get back, get back. Back to where you once belonged Get back, get back. Back to where you once belonged. Get back Jo.  Sweet Loretta Martin thought she was a woman But she was another man All the girls around her say she's got it coming But she gets it while she can  Get back, get back. Get back to where you once belonged Get back, get back. Get back to where you once belonged. Get back Loretta. Go home  Get back, get back. Get back to where you once belonged Get back, get back. Get back to where you once belonged. Get back Loretta Your mother's waiting for you Wearing her high-heel shoes And her low-neck sweater Get on home Loretta Get back, get back. Get back to where you once belonged.  [Thanks, Mo! ...on behalf of the group I hope we passed the audition.] ",41.8,Let It Be Past Masters,Let It Be,McCartney,1,0,0,0,42,Get Back,The Beatles With Billy Preston,1969-05-10,15,1969-05-24,12,,4,3,3,3,4,4.0,0.014,0.934,0.053,0.8197,0.09158855676651001,0.6281507015228271,0.2802608013153076,NEGATIVE,0.9932478666305542,0,1,0,5,Eclectic Experiments
56,gettingbetter,Getting Better,Lennon McCartney,McCartney,1967,0,Experimental,1967-05-26,0.0,1.0,0.6602857142857143,0.49257142857142855,-8.68,0.04832857142857143,0.2219,0.02021224,0.1381,0.6451428571428571,123.54371428571429,158883.57142857142,4.0,Getting better,"It's getting better all the time I used to get mad at my school The teachers who taught me weren't cool You're holding me down, turning me round Filling me up with your rules.  I've got to admit it's getting better A little better all the time I have to admit it's getting better It's getting better since you've been mine.  Me used to be a angry young man Me hiding me head in the sand You gave me the word I finally heard I'm doing the best that I can. I've got to admit it's getting better I used to be cruel to my woman I beat her and kept her apart from the things that she loved Man I was mean but I'm changing my scene And I'm doing the best that I can.  I admit it's getting better A little better all the time Yes I admit it's getting better It's getting better since you've been mine. ",36.857142857142854,Sgt. Pepper's Lonely Hearts Club Band,Sgt. Peppers Lonely Hearts Club Band,McCartney,1,0,0,0,37,,,,,,0,,5,3,3,3,3,3.0,0.053,0.673,0.274,0.9894,0.038241978734731674,0.22533442080020905,0.7364236116409302,POSITIVE,0.9977163076400757,0,1,0,5,Eclectic Experiments
57,girl,Girl,Lennon McCartney,Lennon,1965,0,Experimental,1965-12-03,5.0,0.0,0.699,0.294,-13.205,0.0294,0.587,0.0,0.117,0.893,96.615,151720.0,4.0,Girl,"Is there anybody gone to listen to my story All about the girl who came to stay? She's the kind of girl you want so much It makes you sorry; Still, you don't regret a single day. Ah girl! Girl!  She's the kind of girl who puts you down When friends are there, you feel a fool. Didididi.. When you say she's looking good She acts as if it's understood. She's cool, cool, cool, cool, Girl! Girl! [Was she]  When I think of all the times I've tried to leave her She will turn to me and start to cry; And she promises the earth to me And I believe her. After all this times I don't know why. Ah, girl! Girl!  She's the kind of girl who puts you down when friends are there, You feel a fool. When you say sh''s looking good, she acts as if it's understood. She's cool, cool, cool, cool, Girl! Girl!  Was she told when she was young the pain Would lead to pleasure? Did she understand it when they said That a man must break his back to earn His day of leisure? Will she still believe it when he's dead? Ah girl! Girl! Girl! ",49.333333333333336,Rubber Soul,Rubber Soul,Lennon,0,1,0,0,49,,,,,,0,,4,3,3,3,3,4.0,0.081,0.738,0.181,0.966,0.31926676630973816,0.4712322950363159,0.2095009833574295,POSITIVE,0.9652292132377625,0,1,0,1,Angsty
58,glassonion,Glass Onion,Lennon McCartney,Lennon,1968,0,Experimental,1968-11-22,9.0,1.0,0.638,0.4495,-9.60075,0.051775,0.197465,0.12927095,0.0938,0.7355,117.34575,130873.5,4.0,Glass onion,I told you about strawberry fields You know the place where nothing is real Well here's another place you can go Where everything flows. Looking through the bent backed tulips To see how the other half live Looking through a glass onion. I told you about the walrus and me-man You know that we're as close as can be-man Well here's another clue for you all The walrus was Paul. Standing on the cast iron shore-yeah Lady Madonna trying to make ends meet-yeah Looking through a glass onion.  I told you about the fool on the hill I tell you man he living there still Well here's another place you can be Listen to me. Fixing a hole in the oceanÂ  Trying to make a dove-tail joint-yeah Looking through a glass onion. ,35.57142857142857,The Beatles (White Album),The Beatles,Lennon,0,1,0,0,36,,,,,,0,,3,3,3,3,3,3.0,0.065,0.926,0.009,-0.7385,0.15214918553829193,0.6909334659576416,0.15691731870174408,NEGATIVE,0.9939747452735901,0,0,1,5,Eclectic Experiments
59,goldenslumbers,Golden Slumbers,Lennon McCartney,McCartney,1969,0,Group of Solo Artists,1969-09-26,0.0,1.0,0.40700000000000003,0.16649999999999998,-11.612,0.02805,0.3145,0.001792,0.1365,0.22999999999999998,80.63550000000001,91600.0,4.0,Golden slumbers,Once there was a way to get back homeward Once there was a way to get back home Sleep pretty darling do not cry And I will sing a lullabye  Golden slumbers fill your eyes Smiles awake you when you rise Sleep pretty darling do not cry And I will sing a lullabye  Once there was a way to get back homeward Once there was a way to get back home Sleep pretty darling do not cry And I will sing a lullabye ,57.5,Abbey Road,Abbey Road,McCartney,1,0,0,0,58,,,,,,0,,5,5,4,5,3,5.0,0.0,0.665,0.335,0.9845,0.024179214611649513,0.3687751591205597,0.607045590877533,POSITIVE,0.9992684721946716,0,0,1,2,Acoustic Beauty
60,gooddaysunshine,Good Day Sunshine,Lennon McCartney,McCartney,1966,0,Experimental,1966-08-05,11.0,1.0,0.7623333333333333,0.509,-8.693,0.044033333333333334,0.6456666666666666,0.0,0.11566666666666665,0.6856666666666666,117.142,130231.0,3.0,Good day sunshine,"Good Day Sunshine, Good Day Sunshine, Good Day Sunshine  I need to laugh and when the sun is out I've got something I can laugh about I feel good in a special way I'm in love and it's a sunny day  Good Day Sunshine, Good Day Sunshine, Good Day Sunshine  We take a walk, the sun is shining down Burns my feet as they touch the ground  Good Day Sunshine, Good Day Sunshine, Good Day Sunshine  Then we'd lie beneath the shady tree I love her and she's loving me She feels good, she knows she's looking fine I'm so proud to know that she is mine.  Good Day Sunshine, Good Day Sunshine, Good Day Sunshine ",42.0,Revolver,Revolver,McCartney,1,0,0,0,42,,,,,,0,,5,3,5,3,3,5.0,0.0,0.404,0.596,0.9986,0.001496356911957264,0.013949675485491753,0.9845539927482605,POSITIVE,0.999866247177124,0,0,1,5,Eclectic Experiments
61,goodmorninggoodmorning,Good Morning Good Morning,Lennon McCartney,Lennon,1967,0,Experimental,1967-05-26,7.0,1.0,0.6245714285714286,0.6047142857142856,-10.097,0.0945142857142857,0.024273428571428574,0.04305308142857143,0.41028571428571425,0.7435,121.8967142857143,146105.0,3.857142857142857,"Good morning, good morning","Nothing to do to save his life call his wife in Nothing to say but what a day how's your boy been Nothing to do it's up to you I've got nothing to say but it's O.K. Good morning, good morning... Going to work don't want to go feeling low down Heading for home you start to roam then you're in town Everybody knows there's nothing doing Everything is closed it's like a ruin Everyone you see is half asleep. And you're on your own you're in the street Good morning, good morning... After a while you start to smile now you feel cool. Then you decide to take a walk by the old school. Nothing has changed it's still the same I've got nothing to say but it's O.K. Good morning, good morning... People running round it's five o'clock. Everywhere in town is getting dark. Everyone you see is full of life. It's time for tea and meet the wife. Somebody needs to know the time, glad that I'm here. Watching the skirts you start to flirt now you're in gear. Go to a show you hope she goes. I've got nothing to say but it's O.K. Good morning, good morning... ",31.25,Sgt. Pepper's Lonely Hearts Club Band,Sgt. Peppers Lonely Hearts Club Band,Lennon,0,1,0,0,31,,,,,,0,,3,3,3,3,3,3.0,0.038,0.745,0.216,0.9922,0.08668653666973114,0.4292702078819275,0.4840432405471802,NEGATIVE,0.9946367144584656,0,0,1,5,Eclectic Experiments
62,goodnight,Good Night,Lennon McCartney,Starr,1968,0,Experimental,1968-11-22,9.0,1.0,0.3272,0.24020000000000002,-16.3698,0.05302,0.9294,0.26460051399999995,0.13756,0.3452,120.31599999999999,161072.0,3.4,Good night,Now it's time to say good nightÂ  Good night Sleep tight Now the sun turns out his light Good night Sleep tight Dream sweet dreams for me Dream sweet dreams for you.  Close your eyes and I'll close mine Good night Sleep tight Now the moon begins to shine Good night Sleep tight Dream sweet dreams for me Dream sweet dreams for you.  Close your eyes and I'll close mine Good night Sleep tight Now the sun turns out his light Good night Sleep tight Dream sweet dreams for me Dream sweet dreams for you.  Good night Good night Everybody Everybody everywhere Good night. ,30.285714285714285,The Beatles (White Album),The Beatles,Starr,0,0,0,1,30,,,,,,0,,3,3,3,3,3,3.0,0.0,0.503,0.497,0.9967,0.007499287370592356,0.24158644676208496,0.7509142756462097,POSITIVE,0.9989581108093262,0,0,1,2,Acoustic Beauty
63,gottogetyouintomylife,Got to Get You into My Life,Lennon McCartney,McCartney,1966,0,Experimental,1966-08-05,7.0,1.0,0.519,0.5605,-8.174333333333333,0.03775,0.24175166666666667,0.1390661983333333,0.33216666666666667,0.5793333333333334,135.52466666666666,171031.16666666666,4.0,Got to get you into my life,"I was alone, I took a ride,Â  I didn't know what I would find there Another road where maybe I could see another kind of mind there  Ooh, then I suddenly see you, Ooh, did I tell you I need youÂ  Every single day of my life  You didn't run, you didn't lie You knew I wanted just to hold you And had you gone you knew in time we'd meet again For I had told you  Ooh, you were meant to be near me Ooh, and I want you hear me Say we'll be together every day  Got to get you into my life  What can I do, what can I be,Â  When I'm with you I want to stay there If I'm true I'll never leaveÂ  And if I do I know the way there  Ooh, then I suddenly see you, Ooh, did I tell you I need youÂ  Every single day of my life  Got to get you into my life Got to get you into my life  I was alone, I took a ride,Â  I didn't know what I would find there Another road where maybe I could see another kind of mind there  Then suddenly I see you, Did I tell you I need you... ",39.375,Revolver,Revolver,McCartney,1,0,0,0,39,Got To Get You Into My Life,The Beatles,1976-06-12,7,1976-07-24,16,,5,5,3,3,4,3.0,0.022,0.949,0.029,0.1027,0.10853684693574905,0.6874021291732788,0.20406104624271393,POSITIVE,0.9983249306678772,0,0,1,0,Fab Four
64,happinessisawarmgun,Happiness Is a Warm Gun,Lennon McCartney,Lennon,1968,0,Experimental,1968-11-22,9.0,1.0,0.49075,0.40025,-11.326,0.056025000000000005,0.48525,0.0058327675,0.14325,0.3795,122.49000000000001,158283.5,4.25,Happiness is a warm gun,She's not a girl who misses much Do do do do do do do doÂ  She's well acquainted with the touch of the velvet hand Like a lizard on a window pane.  The man in the crowd with the multicoloured mirrors On his hobnail boots Lying with his eyes while his hands are busy Working overtime A soap impression of his wife which he ate And donated to the Nation Trust.  I need a fix 'cause I'm going down Down to the bits that I left uptown I need a fix cause I'm going down Mother Superior jump the gun Mother Superior jump the gun Mother Superior jump the gun Mother Superior jump the gun.  Happiness is a warm gun Happiness is a warm gun When I hold you in my arms And I feel my finger on your trigger I know no one can do me no harm Because happiness is a warm gun #NAME? ,38.2,The Beatles (White Album),The Beatles,Lennon,0,1,0,0,38,,,,,,0,418.0,4,4,3,5,3,3.0,0.15,0.609,0.241,0.9522,0.21012349426746368,0.5090115666389465,0.2808649241924286,POSITIVE,0.9626584649085999,0,0,1,2,Acoustic Beauty
65,aharddaysnight,A Hard Day's Night,Lennon McCartney,Lennon (with McCartney),1964,0,Beatlemania,1964-07-10,0.0,1.0,0.49375,0.755,-7.473,0.039975,0.063275,1.62e-06,0.315475,0.73575,137.6205,166120.0,4.0,A hard day's night,"It's been a hard day's night, and I been working like a dog It's been a hard day's night, I should be sleeping like a log But when I get home to you I'll find the things that you do Will make me feel alright  You know I work all day to get you money to buy you things And it's worth it just to hear you say you're going to give me everything So why on earth should I moan, 'cause when I get you alone You know I feel ok  When I'm home everything seems to be right When I'm home feeling you holding me tight, tight  Owww!  So why on earth should I moan, 'cause when I get you alone You know I feel ok  When I'm home everything seems to be right When I'm home feeling you holding me tight, tight, yeah  It's been a hard day's night, and I been working like a dog It's been a hard day's night, I should be sleeping like a log But when I get home to you I'll find the things that you do Will make me feel alright You know I feel alright You know I feel alright... ",43.833333333333336,A Hard Day's Night,A Hard Days Night,Lennon,0,1,0,0,44,A Hard Day's Night,The Beatles,1964-07-18,12,1964-08-01,13,154.0,3,3,4,4,3,5.0,0.071,0.772,0.157,0.9561,0.16582927107810974,0.5124954581260681,0.32167524099349976,POSITIVE,0.9984368681907654,0,0,1,0,Fab Four
66,hellogoodbye,"Hello, Goodbye",Lennon McCartney,McCartney,1967,0,Experimental,1967-11-27,0.0,1.0,0.4885,0.7695000000000001,-7.0184999999999995,0.02605,0.354,1.487e-05,0.46950000000000003,0.7350000000000001,99.3515,208313.5,4.0,"Hello, goodbye","You say yes, I say no. You say stop and I say go go go, oh no. You say goodbye and I say hello Hello hello I don't know why you say goodbye, I say hello Hello hello I don't know why you say goodbye, I say hello.  I say high, you say low. You say why and I say I don't know, oh no. You say goodbye and I say hello (Hello Goodbye Hello Goodbye) hello hello (Hello Goodbye) I don't know why you say goodbye, I say hello (Hello Goodbye Hello Goodbye) hello hello (Hello Goodbye) I don't know why you say goodbye (Hello Goodbye) I say goodbye.  Why why why why why why do you say goodbye goodbye, oh no?  You say goodbye and I say hello Hello hello I don't know why you say goodbye, I say hello.  You say yes (I say ''yes'') I say no (but I may mean no.) You say stop (I can stay) and I say go go go (till it's time to go oh), oh no. You say goodbye and I say hello Hello hello I don't know why you say goodbye, I say hello Hello hello I don't know why you say goodbye, I say goodbye Hello hello I don't know why you say goodbye, I say hello hello.  Hela heba helloa CHA CHA, hela... ",47.5,Magical Mystery Tour,Magical Mystery Tour,McCartney,1,0,0,0,48,Hello Goodbye,The Beatles,1967-12-02,13,1967-12-30,11,,3,4,3,3,4,3.0,0.093,0.882,0.025,-0.8834,0.4886496663093567,0.44712746143341064,0.06422284245491028,NEGATIVE,0.9863690137863159,0,0,1,0,Fab Four
67,help,Help!,Lennon McCartney,Lennon,1965,0,Beatlemania,1965-08-06,11.0,0.0,0.47400000000000003,0.7436666666666666,-7.109333333333333,0.03936666666666667,0.12033333333333333,0.0,0.3373333333333333,0.7066666666666667,94.967,150466.66666666666,4.0,Help!,"Help, I need somebody, Help, not just anybody, Help, you know I need someone, help.  When I was younger, so much younger than today, I never needed anybody's help in any way. But now these days are gone, I'm not so self assured, Now I find I've changed my mind and opened up the doors.  Help me if you can, I'm feeling down And I do appreciate you being round. Help me, get my feet back on the ground, Won't you please, please help me.  And now my life has changed in oh so many ways, My independence seems to vanish in the haze. But every now and then I feel so insecure, I know that I just need you like I've never done before.  Help me if you can, I'm feeling down And I do appreciate you being round. Help me, get my feet back on the ground, Won't you please, please help me.  When I was younger, so much younger than today, I never needed anybody's help in any way. But now these daya are gone, I'm not so self assured, Now I find I've changed my mind and opened up the doors.  Help me if you can, I'm feeling down And I do appreciate you being round. Help me, get my feet back on the ground, Won't you please, please help me, help me, help me, oh. ",50.166666666666664,Help!,Help!,Lennon,0,1,0,0,50,Help!,The Beatles,1965-08-07,13,1965-09-04,13,29.0,3,4,4,3,5,5.0,0.091,0.655,0.254,0.992,0.26946157217025757,0.549050509929657,0.18148796260356903,POSITIVE,0.9811098575592041,1,0,1,0,Fab Four
68,helterskelter,Helter Skelter,Lennon McCartney,McCartney,1968,0,Experimental,1968-11-22,9.0,1.0,0.33875,0.64375,-9.94775,0.07114999999999999,0.22245600000000001,0.28151234999999997,0.52535,0.313,138.2755,383073.25,4.0,Helter skelter,"When I get to the bottom I go back to the top of the slide Where I stop and I turn and I go for a ride Till I get to the bottom and I see you again.  Do you, don't you want me to love you I'm coming down fast but I'm miles above you Tell me tell me tell me come on tell me the answer You may be a lover but you ain't no dancer. Helter skelter helter skelter Helter skelter. Will you, won't you want me to make you I'm coming down fast but don't let me break you Tell me tell me tell me the answer You may be a lover but you ain't no dancer.  Look out helter skelter helter skelter Helter skelterÂ   Look out, cause here she comes.  When I get to the bottom I go back to the top of the slide And I stop and I turn and I go for a ride And I get to the bottom and I see you again  Well do you, don't you want me to make you I'm coming down fast but don't let me break you Tell me tell me tell me the answer You may be a lover but you ain't no dancer.  Look out helter skelter helter skelter Helter skelter Look out helter skelter She's coming down fastÂ  Yes she isÂ  Yes she is. ",39.6,The Beatles (White Album),The Beatles,McCartney,1,0,0,0,40,,,,,,0,,3,3,3,5,3,3.0,0.034,0.808,0.158,0.9865,0.26319432258605957,0.6072141528129578,0.12959150969982147,POSITIVE,0.9800612926483154,0,0,1,4,Psychedelic Soundscape
69,hermajesty,Her Majesty,Lennon McCartney,McCartney,1969,0,Group of Solo Artists,1969-09-26,2.0,1.0,0.7120000000000001,0.17700000000000002,-21.674000000000003,0.1809333333333333,0.7083333333333334,0.0005113766666666667,0.206,0.532,100.55866666666667,48351.333333333336,3.3333333333333335,Her Majesty,"Her Majesty's a pretty nice girl, but she doesn't have a lot to say Her Majesty's a pretty nice girl but she changes from day to day  I want to tell her that I love her a lot But I gotta get a bellyful of wine Her Majesty's a pretty nice girl Someday I'm going to make her mine, oh yeh, someday I'm going to make her mine. ",33.5,Abbey Road,Abbey Road,McCartney,1,0,0,0,34,,,,,,0,,4,3,3,4,3,4.0,0.0,0.652,0.348,0.9804,0.029060885310173035,0.19240060448646545,0.7785385251045227,POSITIVE,0.9996227025985718,0,0,1,6,Magical Musings
70,herecomesthesun,Here Comes the Sun,Harrison,Harrison,1969,0,Group of Solo Artists,1969-09-26,9.0,1.0,0.569,0.5506666666666667,-10.88,0.036,0.037566666666666665,0.0025426666666666666,0.13556666666666667,0.4160000000000001,128.30033333333333,197471.0,4.0,Here comes the sun,"Here comes the sun, here comes the sun, And I say it's all right  Little darling, it's been a long cold lonely winter Little darling, it feels like years since it's been here Here comes the sun, here comes the sun And I say it's all right  Little darling, the smiles returning to the faces Little darling, it seems like years since it's been here Here comes the sun, here comes the sun And I say it's all right  Sun, sun, sun, here it comes... Sun, sun, sun, here it comes... Sun, sun, sun, here it comes... Sun, sun, sun, here it comes... Sun, sun, sun, here it comes...  Little darling, I feel that ice is slowly melting Little darling, it seems like years since it's been clear Here comes the sun, here comes the sun, And I say it's all right It's all right ",49.4,Abbey Road,Abbey Road,Harrison,0,0,1,0,49,,,,,,0,,5,5,5,5,5,3.0,0.015,0.777,0.208,0.9841,0.032022614032030106,0.38107872009277344,0.5868987441062927,POSITIVE,0.999365508556366,0,0,1,4,Psychedelic Soundscape
71,herethereandeverywhere,"Here, There and Everywhere",Lennon McCartney,McCartney,1966,0,Experimental,1966-08-05,7.0,1.0,0.46625,0.25475,-11.3605,0.033725000000000005,0.87725,0.0142601,0.15535,0.39475,123.849,146190.25,4.0,"Here, there, and everywhere","To lead a better life I need my love to be here...  Here, making each day of the year Changing my life with the wave of her hand Nobody can deny that there's something there  There, running my hands through her hair Both of us thinking how good it can be Someone is speaking but she doesn't know he's there  I want her everywhere and if she's beside me I know I need never care But to love her is to need her everywhere Knowing that love is to share  Each one believing that love never dies Watching her eyes and hoping I'm always there  I want her everywhere and if she's beside me I know I need never care But to love her is to need her everywhere Knowing that love is to share  Each one believing that love never dies Watching her eyes and hoping I'm always there  To be there and everywhere Here, there and everywhere ",47.75,Revolver,Revolver,McCartney,1,0,0,0,48,,,,,,0,,4,3,4,3,4,3.0,0.043,0.66,0.297,0.9948,0.018520712852478027,0.2157813310623169,0.7656979560852051,POSITIVE,0.9989483952522278,0,0,1,2,Acoustic Beauty
72,heybulldog,Hey Bulldog,Lennon McCartney,Lennon,1969,0,Group of Solo Artists,1969-01-17,7.0,1.0,0.5774999999999999,0.7204999999999999,-6.7885,0.030650000000000004,0.025750000000000002,0.3258,0.198,0.8865,101.4595,191573.5,4.0,Hey bulldog,"Sheepdog Standing in the rain, Bullfrog Doing it again Some think that happinness is measured out in years You don't know what it's like to listen to your fears  Child-like No one understands, Jack knife In your sweaty hands, Some think that happiness is measured out in miles What makes you think you're something special when you smile  You can talk to me, if you're lonely you can talk to me  Big man Walking in the park Whigwam Frightened of the dark Some kind of solitude is measured out in you You think you know me but you haven't got a clue  You can talk to me, if you're lonely you can talk to me ",41.333333333333336,Yellow Submarine,Yellow Submarine,Lennon,0,1,0,0,41,,,,,,0,,1,3,3,3,4,3.0,0.085,0.853,0.062,-0.4215,0.2219053953886032,0.5821138620376587,0.19598069787025452,NEGATIVE,0.6015796661376953,0,1,0,5,Eclectic Experiments
73,heyjude,Hey Jude,Lennon McCartney,McCartney,1968,0,Experimental,1968-09-14,10.0,1.0,0.382,0.56,-9.0325,0.02715,0.3241,5.8899999999999995e-05,0.184,0.6020000000000001,113.7555,415066.5,4.0,Hey Jude,"Hey Jude, don't make it bad. Take a sad song and make it better. Remember to let her into your heart, Then you can start to make it better.  Hey Jude, don't be afraid. You were made to go out and get her. The minute you let her under your skin, Then you begin to make it better.  And anytime you feel the pain, hey Jude, refrain, Don't carry the world upon your shoulders. For well you know that it's a fool who plays it cool By making his world a little colder.  Hey Jude, don't let me down. You have found her, now go and get her. Remember to let her into your heart, Then you can start to make it better.  So let it out and let it in, hey Jude, begin, You're waiting for someone to perform with. And don't you know that it's just you, hey Jude, you'll do, The movement you need is on your shoulder.  Hey Jude, don't make it bad. Take a sad song and make it better. Remember to let her under your skin, Then you'll begin to make it Better better better better better better, oh. Naaa na na nananana, nanananaaa hey Jude... ",53.833333333333336,Past Masters,,McCartney,1,0,0,0,54,Hey Jude,The Beatles,1968-09-14,19,1968-09-28,19,8.0,4,3,5,4,5,5.0,0.053,0.759,0.188,0.981,0.07921942323446274,0.4605778753757477,0.460202693939209,POSITIVE,0.9361953735351562,1,0,1,4,Psychedelic Soundscape
74,holdmetight,Hold Me Tight,Lennon McCartney,McCartney,1963,0,Beatlemania,1963-11-22,5.0,1.0,0.54,0.744,-9.637,0.0312,0.664,0.0,0.21,0.963,135.731,151907.0,4.0,Hold me tight,"It feels so right now, hold me tight, Tell me I'm the only one, And then I might, Never be the lonely one. So hold me tight, to-night, to-night, It's you, You you you - oo-oo - oo-oo. Hold me tight, Let me go on loving you, To-night to-night, Making love to only you, So hold me tight, to-night, to-night, It's you, You you you - oo-oo - oo-oo. Don't know what it means to hold you tight, Being here alone tonight with you, It feels so right now, feels so right now. Hold me tight, Tell me I'm the only one, And then I might, Never be the only one, So hold me tight, to-night, to-night, It's you, You you you - oo-oo - oo-oo. Don't know what it means to hold you tight, Being here alone tonight with you, It feels so right now, feels so right now. Hold me tight, Let me go on loving you, To-night, to-night, Making love to only you, So hold me tight, to-night, to-night, It's you, You you you - oo-oo - oo-oo. ",50.0,With the Beatles,With The Beatles,McCartney,1,0,0,0,50,,,,,,0,,3,3,3,3,3,3.0,0.021,0.88,0.098,0.9461,0.06350450962781906,0.5504091382026672,0.3860863149166107,POSITIVE,0.997891366481781,0,0,1,1,Angsty
75,honeydont,Honey Don't,Carl Perkins †,Starr,1964,1,Beatlemania,1964-12-04,9.0,1.0,0.5506666666666667,0.602,-12.447333333333333,0.042133333333333335,0.4263333333333333,0.002953833333333333,0.2531333333333333,0.755,168.40633333333332,151449.0,4.0,Honey don't,"Well how can you say you will when you won't, Say you do, baby, when you don't?  Tell the truth now, is love real?  But oh well honey don't, well honey don't, Honey don't, honey don't, honey don't I say you will when you won't, oh honey, don't.  Well I love you, baby, and you ought to know I like the way you wear your clothes, Everything about you is so doggone sweet, You got that sand all over your feet.  [Oh, rock on George, one time for me.] [I feel fine.] [I'm sad.]  Well sometimes I love you on a Saturday night, Sunday morning you don't look right. You've been out painting the town, uh baby, been stepping around.  [Oh, rock on George, for Ringo one time.] ",34.0,Beatles for Sale,Beatles for Sale,Starr,0,0,0,1,34,,,,,,0,,3,3,3,3,3,3.0,0.01,0.757,0.233,0.9871,0.16796106100082397,0.43818771839141846,0.39385122060775757,POSITIVE,0.9956314563751221,0,0,1,3,Early Covers
76,honeypie,Honey Pie,Lennon McCartney,McCartney,1968,0,Experimental,1968-11-22,7.0,1.0,0.5915,0.349,-12.89475,0.07645,0.78,0.22326615,0.20975,0.48425,127.70025,151333.5,4.0,Honey pie,She was a working girl North of England way Now she's hit the big time In the U.S.A. And if she could only hear me This is what I'd say.  Honey pie you are making me crazyÂ  I'm in love but I'm lazy So won't you please come home.  Oh honey pie my position is tragic Come and show me the magic of your Hollywood song.  You became a legend of the silver screen And now the thought of meeting you Makes me weak in the knee.  Oh honey pie you are driving me frantic Sail across the Atlantic To be where you belong.  Will the wind that blew her boatÂ  Across the sea Kindly send her sailing back to me.  Honey pie you are making me crazy I'm in love but I'm lazy So won't you please come home. ,34.0,The Beatles (White Album),The Beatles,McCartney,1,0,0,0,34,,,,,,0,,1,3,3,4,3,4.0,0.162,0.762,0.076,-0.9228,0.3060571551322937,0.46261265873908997,0.23133012652397156,NEGATIVE,0.7212660312652588,0,0,1,2,Acoustic Beauty
