Id,SongKey,song,songwriters,lead_vocals,year,cover,Era,first_release_date,max_key,mode,avg_danceability,avg_energy,avg_loudness,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_tempo,avg_duration_ms,avg_time_signature,Song_y,lyrics,avg_popularity,core_catalogue_releases,Canonical_album,first_vocalist,Paul_Song,John_Song,George_Song,Ringo_Song,popularity,BB_name,BB_artist,BB_debut_date,BB_peak_position,BB_peak_date,BB_weeks_on_chart,RollingStonePosition,RobSegment,LauraSegment,EmilySegment,OliviaSegment,BrianSegment,JackieSegment,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,Pipeline_sentiment_label,Pipeline_sentiment_score,distilbertsentiment,FinetunedSentiment_Negative,FinetunedSentiment_Positive,cluster,Cluster_Name
104,inmylife,In My Life,Lennon McCartney,Lennon,1965,0,Experimental,1965-12-03,9.0,1.0,0.688,0.435,-11.359,0.0323,0.449,0.0,0.113,0.435,103.239,146333.0,4.0,In my life,There are places I'll remember All my life though some have changed Some forever not for better Some have gone and some remain All these places have their moments With lovers and friends I still can recall Some are dead and some are living In my life I've loved them all  But of all these friends and lovers There is no one compares with you And these memories lose their meaning When I think of love as something new Though I know I'll never lose affection For people and things that went before I know I'll often stop and think about them In my life I love you more  Though I know I'll never lose affection For people and things that went before I know I'll often stop and think about them In my life I love you more In my life I love you more ,61.0,Rubber Soul,Rubber Soul,Lennon,0,1,0,0,61,,,,,,0,23.0,4,4,3,4,3,5.0,0.164,0.63,0.206,0.9173,0.00868928525596857,0.08063313364982605,0.9106775522232056,NEGATIVE,0.6725928783416748,0,0,1,1,Angsty
105,theinnerlight,The Inner Light,Harrison,Harrison,1968,0,Experimental,1968-03-30,8.0,1.0,0.295,0.542,-12.307,0.0424,0.618,0.81,0.338,0.305,102.093,167613.0,3.0,The inner light,Without going out of my door I can know all things of earth With out looking out of my window I could know the ways of heaven  The farther one travels The less one knows The less one really knows  Without going out of my door You can know all things of earth With out looking out of my window You could know the ways of heaven  The farther one travels The less one knows The less one really knows  Arrive without travelling See all without looking Do all without doing ,32.5,Past Masters (B-side of Lady Madonna),,Harrison,0,0,1,0,32,The Inner Light,The Beatles,1968-03-30,96,1968-03-30,1,,3,3,3,3,3,4.0,0.0,0.929,0.071,0.765,0.1499437540769577,0.6442644596099854,0.20579178631305695,NEGATIVE,0.987089216709137,1,0,1,2,Acoustic Beauty
106,itwontbelong,It Won't Be Long,Lennon McCartney,Lennon,1963,0,Beatlemania,1963-11-22,4.0,1.0,0.472,0.673,-8.853,0.0318,0.284,0.0,0.206,0.862,133.117,133387.0,4.0,It won't be long,"Ev'ry night when ev'rybody has fun, Here am I sitting all on my own, It won't be long yeh, yeh, It won't be long yeh, yeh, It won't be long yeh, yeh, Till I belong to you.  Since you left me I'm so alone, Now you're coming, you're coming home, I'll be good like I know I should, You're coming home, you're coming home.  Ev'ry night the tears come down from my eyes, Ev'ry day I've done nothing but cry. It won't be long yeh, yeh.  Since you left me I'm so alone, Now you're coming, you're coming home, I'll be good like I know I should, You're coming home, you're coming home.  Ev'ry day we'll be happy, I know, Now I know that you won't leave me no more. It won't be long yeh, yeh. ",54.0,With the Beatles,With The Beatles,Lennon,0,1,0,0,54,,,,,,0,,3,3,3,3,4,3.0,0.045,0.786,0.169,0.9531,0.0506046824157238,0.3361211121082306,0.6132742166519165,POSITIVE,0.9996631145477295,1,1,0,1,Angsty
107,itsalltoomuch,It's All Too Much,Harrison,Harrison,1969,0,Group of Solo Artists,1969-01-17,7.0,1.0,0.435,0.7955000000000001,-7.0225,0.0373,4.505e-05,0.22235,0.181,0.20350000000000001,113.51599999999999,385306.5,4.0,It's all too much,"It's all too much, It's all too muchÂ   When I look into your eyes, your love is there for me And the more I go inside, the more there is to seeÂ   It's all too much for me to take The love that's shining all around you Everywhere, it's what you make For us to take, it's all too muchÂ   Floating down the stream of time, of life to life with me Makes no difference where you are or where you'd like to beÂ   It's all too much for me to take The love that's shining all around here All the world's a birthday cake, So take a piece but not too muchÂ   Set me on a silver sun, for I know that I'm free Show me that I'm everywhere, and get me home for teaÂ   It's all to much for me to see A love that's shining all around here The more I am, the less I know And what I do is all too muchÂ   It's all too much for me to take The love that's shining all around you Everywhere, it's what you make For us to take, it's all too muchÂ   It's too much.....It's too muchÂ   Too much too much too much (fade to end) ",41.5,Yellow Submarine,Yellow Submarine,Harrison,0,0,1,0,42,,,,,,0,,3,3,3,3,3,3.0,0.007,0.875,0.117,0.9776,0.17048394680023193,0.526066243648529,0.3034498393535614,NEGATIVE,0.9805681109428406,0,0,1,4,Psychedelic Soundscape
108,itsonlylove,It's Only Love,Lennon McCartney,Lennon,1965,0,Beatlemania,1965-08-06,0.0,1.0,0.629,0.551,-8.281,0.0256,0.22,0.0,0.0432,0.685,113.155,116480.0,3.0,It's only love,"I get high when I see you go by My oh my. When you sigh, my, my inside just flies, Butterflies Why am I so shy when I'm beside you? It's only love and that is all, Why should I feel the way I do? It's only love, and that is all, But it's so hard loving you.  Is it right that you and I should fight Ev'ry night? Just the sight of you makes nighttime bright, Very bright. Haven't I the right to make it up girl? It's only love and that is all, Why should I feel the way I do? It's only love, and that is all But it's so hard loving you Yes it's so hard loving you -- loving you. ",44.5,Help!,Help!,Lennon,0,1,0,0,44,,,,,,0,,3,3,3,3,3,3.0,0.074,0.603,0.323,0.9936,0.1924958974123001,0.4721274673938751,0.33537667989730835,POSITIVE,0.999161958694458,0,0,1,1,Angsty
109,julia,Julia,Lennon McCartney,Lennon,1968,0,Experimental,1968-11-22,4.0,1.0,0.48175,0.153575,-15.126,0.04,0.81725,0.009423250000000001,0.16025,0.24475000000000002,135.9825,215066.75,4.0,Julia,"Half of what I say is meaningless But I say it just to reach you, Julia  Julia, Julia, oceanchild, calls me So I sing a song of love, Julia Julia, seashell eyes, windy smile, calls me So I sing a song of love, Julia  Her hair of floating sky is shimmering, glimmering, In the sun  Julia, Julia, morning moon, touch me So I sing a song of love, Julia  When I cannot sing my heart I can only speak my mind, Julia  Julia, sleeping sand, silent cloud, touch me So I sing a song of love, Julia Hum hum hum hum...calls me So I sing a song of love for Julia, Julia, Julia ",35.6,The Beatles (White Album),The Beatles,Lennon,0,1,0,0,36,,,,,,0,,4,3,3,4,3,4.0,0.015,0.72,0.264,0.9886,0.03287992626428604,0.4387222230434418,0.528397798538208,POSITIVE,0.9996523857116699,1,0,1,2,Acoustic Beauty
112,ladymadonna,Lady Madonna,Lennon McCartney,McCartney,1968,0,Experimental,1968-03-23,7.0,1.0,0.6326666666666667,0.6936666666666667,-9.630333333333333,0.1263,0.5376666666666666,0.37928133333333336,0.32266666666666666,0.7006666666666667,109.59500000000001,112115.66666666667,4.0,Lady Madonna,"Lady Madonna, children at your feet. Wonder how you manage to make ends meet. Who finds the money? When you pay the rent? Did you think that money was heaven sent?  Friday night arrives without a suitcase. Sunday morning creep in like a nun. Monday's child has learned to tie his bootlace. See how they run.  Lady Madonna, baby at your breast. Wonder how you manage to feed the rest.  See how they run. Lady Madonna, lying on the bed, Listen to the music playing in your head.  Tuesday afternoon is never ending. Wednesday morning papers didn't come. Thursday night you stockings needed mending. See how they run.  Lady Madonna, children at your feet. Wonder how you manage to make ends meet. ",36.857142857142854,Past Masters,,McCartney,1,0,0,0,37,Lady Madonna,The Beatles,1968-03-23,4,1968-04-20,11,,3,4,4,4,5,3.0,0.038,0.899,0.064,0.5171,0.38058435916900635,0.5303387641906738,0.08907686173915863,NEGATIVE,0.9846412539482117,0,0,1,6,Magical Musings
113,letitbe,Let It Be,Lennon McCartney,McCartney,1970,0,Group of Solo Artists,1970-05-08,2.0,1.0,0.458625,0.42475,-9.22625,0.0376875,0.565,0.07462173624999999,0.186125,0.47750000000000004,123.01112499999999,224351.125,4.0,Let it be,"When I find myself in times of trouble Mother Mary comes to me Speaking words of wisdom, let it be. And in my hour of darkness She is standing right in front of me Speaking words of wisdom, let it be.  Let it be, let it be, let it be, Let it be Whisper words of wisdom, let it be.  And when the broken hearted people Living in the world agree, There will be an answer, let it be. For though they may be parted there is Still a chance that they will see There will be an answer, let it be.  Let it be, let it be, let it be, let it be, Yeah There will be an answer, let it be Let it be, let it be, let it be, let it be Whisper Words of Wisdom, Let it be  Let it be, let it be, let it be, let it be Whisper Words of Wisdom, Let it be  And when the night is cloudy, There is still a light that shines on me, Shine on until tomorrow, let it be. I wake up to the sound of music Mother Mary comes to me Speaking words of wisdom, let it be. Let it be, let it be, let it be, let it be. There will be an answer, let it be. Let it be, let it be, let it be, let it be Whisper words of wisdom, let it be. ",40.25,Let It Be Past Masters,Let It Be,McCartney,1,0,0,0,40,Let It Be,The Beatles,1970-03-21,12,1970-04-11,14,20.0,5,3,5,3,4,5.0,0.03,0.855,0.116,0.9709,0.027917446568608284,0.6776671409606934,0.2944154143333435,POSITIVE,0.9927183389663696,1,0,1,4,Psychedelic Soundscape
114,littlechild,Little Child,Lennon McCartney,Lennon McCartney,1963,0,Beatlemania,1963-11-22,9.0,1.0,0.526,0.858,-8.533,0.0476,0.292,0.001,0.353,0.886,75.596,106400.0,4.0,Little child,"Little child, little child, Little child, won't you dance with me? I'm so sad and lonely, Baby take a chance with me.  If you want someone To make you feel so fine, Then we'll have some fun When you're mine, all mine, So come, come on, come on.  Little child, little child, Little child, won't you dance with me? I'm so sad and lonely, Baby take a chance with me.  When you're by my side, You're the only one, Don't run and hide, Just come on, come on, So come on, come on, come on. ",45.0,With the Beatles,With The Beatles,Lennon,0,1,0,0,45,,,,,,0,,3,3,3,3,3,3.0,0.127,0.759,0.114,-0.6582,0.1798064410686493,0.5105357766151428,0.3096577823162079,POSITIVE,0.9978353381156921,1,0,1,0,Fab Four
115,thelongandwindingroad,The Long and Winding Road,Lennon McCartney,McCartney,1970,0,Group of Solo Artists,1970-05-08,3.0,1.0,0.416,0.32583333333333336,-10.437,0.028300000000000002,0.8268333333333334,0.012194499999999999,0.10131666666666667,0.306,122.67633333333333,219346.0,4.0,The Long and Winding Road,"The long and winding road that leads to your door, Will never disappear, I've seen that road before It always leads me here, Leads me to your door.  The wild and windy night the rain washed away, Has left a pool of tears crying for the day. Why leave me standing here, let me know the way Many times I've been alone and many times I've cried Anyway you'll never know the many ways I've tried, but Still they lead me back to the long and winding road You left me standing here a long, long time ago Don't leave me waiting here, lead me to you door Da, da, da, da-- ",43.125,Let It Be,Let It Be,McCartney,1,0,0,0,43,,,,,,0,498.0,5,3,4,4,4,3.0,0.081,0.907,0.012,-0.595,0.24394354224205017,0.581946074962616,0.17411038279533386,NEGATIVE,0.9424205422401428,0,1,0,2,Acoustic Beauty
116,longtallsally,Long Tall Sally,Robert Blackwell Enotris Johnson Richard Penniman †,McCartney,1964,1,Beatlemania,1964-05-11,7.0,1.0,0.45999999999999996,0.6836666666666668,-9.388,0.04596666666666666,0.09936666666666667,0.0009453333333333333,0.24803333333333333,0.7703333333333333,118.61733333333335,118977.66666666667,4.0,Long tall Sally,"Gonna tell Aunt Mary â€˜bout Uncle John, He says he has the blues but he has a lotta fun. Oh baby, Ye-e-e-eh baby, Woo-o-o-oh baby, Havin' me some fun tonight.  Well, long tall Sally has a lot on the ball And nobody cares if she's long and tall. Oh baby, Ye-e-e-eh baby, Woo-o-o-oh baby, Havin' me some fun tonight.  Well, I saw Uncle John with long tall Sally. He saw Aunt Mary cummin' and he ducked back in the alley. Oh baby, Ye-e-e-eh baby, Woo-o-o-oh baby, Havin' me some fun tonight.  We're gonna have some fun tonight, Gonna have some fun tonight. We're gonna have some fun tonight, Everything will be alright. We're gonna have some fun, Gonna have some fun tonight.  We're gonna have some fun tonight, Gonna have some fun tonight. We're gonna have some fun tonight, Everything will be alright. We're gonna have some fun, Gonna have some fun tonight. ",32.0,Past Masters,,McCartney,1,0,0,0,32,,,,,,0,,3,3,3,3,3,3.0,0.0,0.631,0.369,0.9977,0.0264798142015934,0.29135459661483765,0.6821655631065369,POSITIVE,0.9988784193992615,0,0,1,3,Early Covers
117,longlonglong,"Long, Long, Long",Harrison,Harrison,1968,0,Experimental,1968-11-22,5.0,1.0,0.4003333333333334,0.164,-14.678333333333333,0.03476666666666667,0.516,0.18135133333333334,0.23233333333333336,0.15133333333333332,104.44966666666666,182533.66666666666,3.3333333333333335,"Long, long, long","It's been a long long long time, How could I ever have lost you When I loved you.  It took a long long long time Now I'm so happy I found you How I love you  So many tears I was searching, So many tears I was wasting, oh. Oh--  Now I can see you, be you How can I ever misplace you How I want you Oh I love you Your know that I need you. Ooh I love you. ",37.666666666666664,The Beatles (White Album),The Beatles,Harrison,0,0,1,0,38,,,,,,0,,4,5,3,5,3,3.0,0.105,0.641,0.254,0.9449,0.025120392441749573,0.1150350347161293,0.8598446249961853,POSITIVE,0.9994117021560669,0,1,0,2,Acoustic Beauty
118,lovemedo,Love Me Do,Lennon McCartney,McCartney (with Lennon),1962,0,Beatlemania,1963-03-22,7.0,1.0,0.537,0.7113333333333333,-7.824000000000001,0.06913333333333334,0.44733333333333336,8.433333333333334e-05,0.2816666666666667,0.8023333333333333,145.95933333333335,143639.66666666666,4.0,Love me do,"Love, love me do. You know I love you, I'll always be true, So please, love me do. Whoa, love me do.  Love, love me do. You know I love you, I'll always be true, So please, love me do. Whoa, love me do.  Someone to love, Somebody new. Someone to love, Someone like you.  Love, love me do. You know I love you, I'll always be true, So please, love me do. Whoa, love me do.  Love, love me do. You know I love you, I'll always be true, So please, love me do. Whoa, love me do. Yeah, love me do. Whoa, oh, love me do.  ",42.857142857142854,Please Please Me Past Masters,Please Please Me,McCartney,1,0,0,0,43,Love Me Do,The Beatles,1964-04-11,11,1964-05-30,14,,3,3,3,3,3,5.0,0.0,0.355,0.645,0.9991,0.008084944449365139,0.13434095680713654,0.8575741052627563,POSITIVE,0.9989364743232727,0,0,1,0,Fab Four
119,loveyouto,Love You To,Harrison,Harrison,1966,0,Experimental,1966-08-05,7.0,1.0,0.4522857142857143,0.5195714285714286,-9.759285714285713,0.04891428571428571,0.636,0.1226237857142857,0.1352857142857143,0.6859999999999999,123.505,165327.7142857143,4.0,Love you to,Each day just goes so fast I turn around - it's past You don't time to hang a sign on me  Love me while you can Before I'm dead old man  A lifetime is so short A new one can't be bought And what you've got means such a lot to me  Make love all day long Make love singing songs  There's people standing round Who screw you in the ground They'll fill your head with all the things you see  I'll make love to you If you want me too ,41.0,Revolver,Revolver,Harrison,0,0,1,0,41,,,,,,0,,3,3,1,3,1,3.0,0.056,0.766,0.178,0.9246,0.057706017047166824,0.27664119005203247,0.6656527519226074,POSITIVE,0.9963890314102173,0,1,0,2,Acoustic Beauty
120,lovelyrita,Lovely Rita,Lennon McCartney,McCartney,1967,0,Experimental,1967-05-26,8.0,1.0,0.5835,0.6095,-7.9675,0.03285,0.13068333333333332,0.0,0.19338333333333335,0.6653333333333333,103.28933333333333,171446.5,4.0,Lovely Rita,"Lovely Rita meter maid. Lovely Rita meter maid. Lovely Rita meter maid. Nothing can come between us, When it gets dark I tow your heart away. Standing by a parking meter, When I caught a glimpse of Rita, Filling in a ticket in her little white book. In a cap she looked much older, And the bag across her shoulder Made her look a little like a military man. Lovely Rita meter maid, May I inquire discreetly, When are you free, To take some tea with me. Took her out and tried to win her, Had a laugh and over dinner, Told her I would really like to see her again, Got the bill and Rita paid it, Took her home I nearly made it, Sitting on the sofa with a sister or two. Oh, lovely Rita meter maid, Where would I be without you, Give us a wink and make me think of you. ",35.833333333333336,Sgt. Pepper's Lonely Hearts Club Band,Sgt. Peppers Lonely Hearts Club Band,McCartney,1,0,0,0,36,,,,,,0,,3,3,3,4,3,4.0,0.0,0.792,0.208,0.9873,0.055145371705293655,0.42187586426734924,0.5229787230491638,POSITIVE,0.9952320456504822,1,0,1,5,Eclectic Experiments
121,lucyintheskywithdiamonds,Lucy in the Sky with Diamonds,Lennon McCartney,Lennon,1967,0,Experimental,1967-05-26,11.0,1.0,0.36988888888888893,0.39422222222222225,-10.242111111111111,0.048,0.29895555555555553,8.997777777777778e-06,0.13532222222222223,0.42500000000000004,124.79577777777779,219672.66666666666,3.111111111111111,Lucy in the Sky with Diamonds,"Picture yourself in a boat on a river, With tangerine trees and marmalade skies Somebody calls you, you answer quite slowly, A girl with kaleidoscope eyes. Cellophane flowers of yellow and green, Towering over your head. Look for the girl with the sun in her eyes, And she's gone.  Lucy in the sky with diamonds. Lucy in the sky with diamonds. Lucy in the sky with diamonds.  Follow her down to a bridge by a fountain Where rocking horse people eat marshmellow pies, Everyone smiles as you drift past the flowers, That grow so incredibly high. Newspaper taxis appear on the shore, Waiting to take you away. Climb in the back with your head in the clouds, And you're gone.  Lucy in the sky with diamonds. Lucy in the sky with diamonds. Lucy in the sky with diamonds.  Picture yourself on a train in a station, With plasticine porters with looking glass ties, Suddenly someone is there at the turnstyle, The girl with the kaleidoscope eyes. ",37.23076923076923,Sgt. Pepper's Lonely Hearts Club Band,Sgt. Peppers Lonely Hearts Club Band,Lennon,0,1,0,0,37,,,,,,0,,4,3,5,3,3,5.0,0.0,0.981,0.019,0.4767,0.05046698451042175,0.5714959502220154,0.37803712487220764,POSITIVE,0.9938755631446838,0,0,1,4,Psychedelic Soundscape
122,maggiemae,Maggie Mae,"Traditional, arr. Lennon McCartney Harrison Starkey †",Lennon (with McCartney),1970,0,Group of Solo Artists,1970-05-08,7.0,1.0,0.498,0.5313333333333333,-10.746666666666668,0.19733333333333333,0.3406666666666667,0.0,0.11066666666666665,0.623,168.73566666666667,39573.333333333336,4.0,Maggie Mae,"Oh dirty Maggie Mae they have taken her away And she never walk down Lime Street any more Oh the judge he guilty found her For robbing a homeward bounder That dirty no good robbin' Maggie Mae To the port of Liverpool They returned me to Two pounds ten a week, that was my pay ",38.333333333333336,Let It Be,Let It Be,Lennon,0,1,0,0,38,,,,,,0,,1,3,3,3,1,5.0,0.196,0.757,0.047,-0.8074,0.8154560923576355,0.16836589574813843,0.016178037971258163,NEGATIVE,0.991940975189209,0,1,0,6,Magical Musings
123,magicalmysterytour,Magical Mystery Tour,Lennon McCartney,McCartney (with Lennon),1967,0,Experimental,1967-11-27,9.0,1.0,0.297,0.613,-9.065,0.0931,0.0385,3.98e-05,0.0734,0.338,170.962,170107.0,4.0,Magical mystery tour,"Roll up, roll up for the mystery tour. Roll up, roll up for the mystery tour. Roll up AND THAT'S AN INVITATION, roll up for the mystery tour. Roll up TO MAKE A RESERVATION, roll up for the mystery tour. The magical mystery tour is waiting to take you away, Waiting to take you away.  Roll up, roll up for the mystery tour. Roll up, roll up for the mystery tour. Roll up WE'VE GOT EVERYTHING YOU NEED, roll up for the mystery tour. Roll up SATISFACTION GUARANTEED, roll up for the mystery tour. The magical mystery tour is hoping to take you away, Hoping to take you away.  Roll up, roll up for the mystery tour. Roll up, roll up for the mystery tour. Roll up AND THAT'S AN INVITATION, roll up for the mystery tour. Roll up TO MAKE A RESERVATION, roll up for the mystery tour. The magical mystery tour is coming to take you away, Coming to take you away. The magical mystery tour is dying to take you away, Dying to take you away, take you away. ",47.0,Magical Mystery Tour,Magical Mystery Tour,McCartney,1,0,0,0,47,,,,,,0,,3,3,3,3,4,3.0,0.0,0.95,0.05,0.8494,0.34943532943725586,0.4947075843811035,0.1558571606874466,POSITIVE,0.9979280233383179,0,0,1,4,Psychedelic Soundscape
124,marthamydear,Martha My Dear,Lennon McCartney,McCartney,1968,0,Experimental,1968-11-22,10.0,1.0,0.5843333333333334,0.30466666666666664,-12.124333333333333,0.038200000000000005,0.88,0.31192590000000003,0.149,0.8573333333333334,118.60433333333333,148822.0,4.0,Martha my dear,Martha my dear though I spend my days in conversation Please Remember me Martha my love Don't forget me Martha my dear  Hold your head up you silly girl look what you've done When you find yourself in the thick of it Help yourself to a bit of what is all around you Silly Girl.  Take a good look around you Take a good look you're bound to see That you and me were meant to be for each other Silly girl.  Hold your hand out you silly girl see what you've done When you find yourself in the thick of it Help yourself to a bit of what is all around you Silly girl.  Martha my dear you have always been my inspiration Please Be good to me Martha my love Don't forget me Martha my dear. ,42.333333333333336,The Beatles (White Album),The Beatles,McCartney,1,0,0,0,42,,,,,,0,,3,3,3,5,3,3.0,0.0,0.677,0.323,0.9923,0.02571927011013031,0.3547631800174713,0.6195175051689148,POSITIVE,0.9995806813240051,0,0,1,2,Acoustic Beauty
125,matchbox,Matchbox,Carl Perkins †,Starr,1964,1,Beatlemania,1964-09-05,9.0,0.0,0.341,0.888,-11.816,0.0416,0.76,4.51e-06,0.305,0.809,156.441,118307.0,4.0,Matchbox,"I said I'm sittin' here watchin'Â  Matchbox hole in my clothes. I said I'm sittin' here watchin'Â  Matchbox hole in my clothes. I ain't got no matches but I sure got a long way to go.  I'm an ol' poor boy, and I'm aÂ  long way from home. I'm an ol' poor boy, and I'm aÂ  long way from home. I'll never be happy cause everything I've ever did was wrong.  Well, If you don't want my peaches honey, please don't shake my tree. Well, If you don't want my peaches honey, please don't shake my tree. I got news for you baby, leave me here inÂ  misery.  Well, let me be your little dog, till your big dog comes. Well, let me be your little dog, till your big dog comes. And when your big dog gets here, watch how your puppy dog runs.  I said I'm sittin' here watchin'Â  Matchbox hole in my clothes. I said I'm sittin' here watchin'Â  Matchbox hole in my clothes. I ain't got no matches but I sure got a long way to go. ",37.0,Past Masters,,Starr,0,0,0,1,37,Matchbox,The Beatles,1964-09-05,17,1964-10-17,8,,3,3,3,3,1,3.0,0.124,0.731,0.145,0.0688,0.6367502212524414,0.3020119071006775,0.06123782694339752,NEGATIVE,0.9950616955757141,0,0,1,3,Early Covers
126,maxwellssilverhammer,Maxwell's Silver Hammer,Lennon McCartney,McCartney,1969,0,Group of Solo Artists,1969-09-26,2.0,1.0,0.789,0.377,-11.441333333333333,0.07490000000000001,0.4543333333333333,0.0002393666666666667,0.23066666666666666,0.7116666666666666,130.43633333333332,233444.33333333334,4.0,Maxwell's silver hammer,"Joan was quizzical, studied metaphysical Science in the home Late nights all alone with a test-tube Ohh-oh-oh-oh... Maxwell Edison majoring in medicine Calls her on the phone Can I take you out to the pictures Joa-oa-oa-oan? But as she's getting ready to go A knock comes on the door...  Bang, bang, Maxwell's silver hammer Came down upon her head Bang, bang, Maxwell's silver hammer Made sure that she was dead  Back in school again Maxwell plays the fool again Teacher gets annoyed Wishing to avoid an unpleasant sce-e-e-ene She tells Max to stay when the class has gone away So he waits behind Writing 50 times I must not be so-o-o-oo... But when she turns her back on the boy He creeps up from behind  Bang, bang, Maxwell's silver hammer Came down upon her head Bang, bang, Maxwell's silver hammer Made sure that she was dead  B.C. Thirty-One said we caught a dirty one Maxwell stands alone Painting testimonial pictures ohh-oh-oh-oh Rose and Valerie screaming from the gallery Say he must go free (Maxwell must go free) The judge does not agree and he tells them so-o-o-oo But as the words are leaving his lips A noise comes from behind  Bang, bang, Maxwell's silver hammer Came down upon his head Bang, Bang, Maxwell's silver hammer Made sure that he was dead ",40.75,Abbey Road,Abbey Road,McCartney,1,0,0,0,41,,,,,,0,,3,3,3,4,3,3.0,0.175,0.744,0.081,-0.981,0.5321249961853027,0.42456960678100586,0.04330539330840111,NEGATIVE,0.9984980821609497,0,1,0,5,Eclectic Experiments
127,meanmrmustard,Mean Mr. Mustard,Lennon McCartney,Lennon,1969,0,Group of Solo Artists,1969-09-26,8.0,1.0,0.65025,0.5880000000000001,-9.353,0.035025,0.191825,0.0038081300000000003,0.3552,0.7777499999999999,99.6565,88220.0,4.0,Mean Mr. Mustard,"Mean Mister Mustard sleeps in the park Shaves in the dark trying to save paper Sleeps in a hole in the road Saving up to buy some clothes Keeps a ten-bob note up his nose Such a mean old man Such a mean old man  His sister Pam works in a shop She never stops, she's a go-getter Takes him out to look at the queen Only place that he's ever been Always shouts out something obscene Such a dirty old man Dirty old man ",37.0,Abbey Road,Abbey Road,Lennon,0,1,0,0,37,,,,,,0,,3,3,3,3,3,3.0,0.11,0.837,0.053,-0.7146,0.4999433159828186,0.4243507981300354,0.07570592314004898,NEGATIVE,0.9934831261634827,0,1,0,5,Eclectic Experiments
128,michelle,Michelle,Lennon McCartney,McCartney,1965,0,Experimental,1965-12-03,5.0,0.0,0.578,0.29,-12.501,0.0341,0.652,0.0,0.105,0.666,117.403,162373.0,4.0,Michelle,"Michelle, ma belle. These are words that go together well, My Michelle. Michelle, ma belle. Sont les mots qui vont tres bien ensemble, Tres bien ensemble. I love you, I love you, I love you. That's all I want to say. Until I find a way I will say the only words I know that You'll understand.Â   I need you, I need you, I need you. I need to make you see, Oh, what you mean to me. Until I do I'm hoping you will Know what I mean.  I love you.  I want you, I want you, I want you. I think you know by now I'll get to you somehow. Until I do I'm telling you so You'll understand.Â   I will say the only words I know that You'll understand, my Michelle.  ",56.0,Rubber Soul,Rubber Soul,McCartney,1,0,0,0,56,,,,,,0,,4,3,3,4,3,3.0,0.0,0.791,0.209,0.9747,0.025105219334363937,0.35137465596199036,0.6235201358795166,POSITIVE,0.9941267967224121,0,0,1,1,Angsty
129,misery,Misery,Lennon McCartney,Lennon (with McCartney),1963,0,Beatlemania,1963-03-22,0.0,1.0,0.6355,0.5700000000000001,-11.438500000000001,0.03795,0.5025,0.0,0.571,0.87,135.101,109060.0,4.0,Misery,"The world is treating me bad... Misery.  I'm the kind of guy, Who never used to cry, The world is treatin' me bad... Misery!  I've lost her now for sure, I won't see her no more, It's gonna be a drag... Misery!  I'll remember all the little things we've done Can't she see she'll always be the only one, only one.  Send hewr back to me, â€˜Cause everyone can see Without her I will be in misery  I'll remember all the little things we've done. She'll remember and she'll miss her only one, lonely one.  Send her back to me, â€˜Cause everyone can see, Without her I will be in misery (oh oh oh) In misery (ooh ee ooh ooh) My misery (la la la la la la) ",40.5,Please Please Me,Please Please Me,Lennon,0,1,0,0,40,,,,,,0,,3,3,4,3,3,3.0,0.218,0.737,0.045,-0.9801,0.5928441882133484,0.3200768828392029,0.08707895874977112,NEGATIVE,0.9985829591751099,0,1,0,0,Fab Four
130,moneythatswhatiwant,Money (That's What I Want),Berry Gordy Janie Bradford †,Lennon,1963,1,Beatlemania,1963-11-22,11.0,1.0,0.589,0.7615000000000001,-9.128499999999999,0.03855,0.618,0.00078,0.22,0.9415,130.02100000000002,166160.0,2.5,Money (that's what I want),"The best things in life are free But you can tell me â€˜bout the birds and bees. Now gimme money (that's what I want) That's what I want (that's what I want) That's what I want, ye-ye-yeh, That's what I want.  Money don't get everything it's true. What it don't get I can't use. So gimme money (that's what I want) A little money (that's what I want) That's what I want, ye-ye-yeh, That's what I want.  Yeh gimme money (that's what I want)Â  A little money (that's what I want) That's what I want (that's what I want) So gimme money (that's what I want) That's what I want, ye-ye-yeh, That's what I want.  Your lovin' give me a thrill But your lovin' don't pay my bill. Now gimme money (that's what I want) That's what I want (that's what I want) That's what I want, ye-ye-yeh, That's what I want.  Money don't get everything it's true. What it don't get I can't use. So gimme money (that's what I want) A little money (that's what I want) That's what I want, ye-ye-yeh, That's what I want.  Yeh gimme money (that's what I want) A little money (that's what I want) That's what I want (that's what I want) So gimme money (that's what I want) That's what I want, ye-ye-yeh, That's what I want. ",35.0,With the Beatles,With The Beatles,Lennon,0,1,0,0,35,,,,,,0,,3,3,3,3,3,3.0,0.0,0.805,0.195,0.9777,0.24140530824661255,0.5254802107810974,0.23311452567577362,NEGATIVE,0.9586403369903564,0,0,1,3,Early Covers
